source,trial,sep
mc,41,4.578
mc,41,0.0927731
mc,41,0.894956
mc,41,0.907049
mc,41,0.0482966
mc,41,0.253998
mc,41,0.646189
mc,41,0.237842
mc,41,4.13617
mc,41,1.64053
mc,41,1.65651
mc,41,0.081974
mc,41,7.59409
mc,41,0.437197
mc,41,1.48144
mc,42,7.7359
mc,42,0.0579691
mc,42,4.12245
mc,42,5.6232
mc,42,0.922503
mc,42,0.0228364
mc,42,0.824406
mc,42,1.04536
mc,42,2.09962
mc,42,0.0209853
mc,42,0.644621
mc,42,1.79441
mc,42,12.0388
mc,42,3.04692
mc,43,0.264652
mc,43,0.238446
mc,43,13.8047
mc,43,0.142365
mc,43,0.15042
mc,43,0.163123
mc,43,0.220827
mc,43,1.57691
mc,43,0.254342
mc,43,7.18695
mc,43,2.50045
mc,43,0.128891
mc,43,0.410666
mc,43,1.39303
mc,43,0.240972
mc,43,0.305656
mc,43,2.0168
mc,43,0.582043
mc,43,0.267466
mc,43,1.9913
mc,43,1.60177
mc,43,0.829041
mc,43,0.0301505
mc,43,3.69905
mc,44,2.70154
mc,44,0.13577
mc,44,0.0730471
mc,44,0.271561
mc,44,9.60547
mc,44,0.016407
mc,44,0.480967
mc,44,3.65764
mc,44,0.00537813
mc,44,0.28026
mc,44,2.06343
mc,44,1.86526
mc,44,2.2821
mc,44,0.0984055
mc,44,3.73143
mc,44,8.76194
mc,44,0.0689862
mc,44,0.0574808
mc,44,0.65642
mc,44,3.1865
mc,45,13.3114
mc,45,0.187393
mc,45,0.130116
mc,45,4.28538
mc,45,0.429965
mc,45,21.6557
mc,46,0.264722
mc,46,11.7827
mc,46,0.508955
mc,46,0.274766
mc,46,3.18603
mc,46,0.0710323
mc,46,0.322195
mc,46,0.182872
mc,46,0.223116
mc,46,0.418723
mc,46,0.953112
mc,46,2.04186
mc,46,4.73143
mc,46,0.502826
mc,46,4.85321
mc,46,1.2858
mc,46,0.639293
mc,46,0.474026
mc,46,2.12921
mc,46,5.15409
mc,47,4.27088
mc,47,3.9656
mc,47,4.48282
mc,47,0.118209
mc,47,1.23079
mc,47,0.0856637
mc,47,2.64874
mc,47,3.30255
mc,47,0.735968
mc,47,3.40542
mc,47,0.109542
mc,47,0.123818
mc,47,0.120861
mc,47,1.71627
mc,47,1.92404
mc,47,0.111862
mc,47,0.819469
mc,47,2.41755
mc,47,1.74851
mc,47,1.61575
mc,47,0.0713438
mc,47,0.413401
mc,47,4.1076
mc,47,0.453349
mc,48,0.0442627
mc,48,5.44345
mc,48,3.66592
mc,48,3.36016
mc,48,1.90788
mc,48,0.664141
mc,48,0.280727
mc,48,0.00068314
mc,48,0.171455
mc,48,0.0459095
mc,48,0.168402
mc,48,2.00356
mc,48,2.65528
mc,48,0.97447
mc,48,4.49156
mc,48,0.804976
mc,48,0.96265
mc,48,3.39186
mc,48,1.89633
mc,48,7.06633
mc,49,0.211597
mc,49,2.3192
mc,49,0.635432
mc,49,0.0812852
mc,49,0.177618
mc,49,4.92272
mc,49,3.98761
mc,49,0.013398
mc,49,3.4139
mc,49,2.43872
mc,49,0.0748512
mc,49,2.88094
mc,49,0.914088
mc,49,2.92485
