tau,C1,C1_err,C2conn,C2conn_err,C3,C3_err
35.35,0.16064,0.0457259,-0.0104907,0.0117425,0.74116,0.194505
35.4,0.163508,0.0455025,-0.0155142,0.0120475,0.724403,0.190347
35.45,0.166866,0.0452864,-0.0203451,0.0123122,0.735932,0.187822
35.5,0.169747,0.0450769,-0.022148,0.0123607,0.744292,0.1889
35.55,0.173198,0.044771,-0.0236012,0.0119607,0.756202,0.18698
35.6,0.177542,0.0444237,-0.0243363,0.0119296,0.772799,0.185482
35.65,0.181133,0.0441307,-0.0226258,0.0121726,0.802729,0.183519
35.7,0.184349,0.0438518,-0.020146,0.0123777,0.82665,0.181807
35.75,0.188562,0.0434518,-0.0202636,0.0119501,0.839019,0.178884
35.8,0.192151,0.043087,-0.0210725,0.0110782,0.856741,0.176858
35.85,0.195955,0.0427388,-0.0173726,0.0105251,0.871312,0.175868
35.9,0.199938,0.042432,-0.0133566,0.00974388,0.888609,0.175027
35.95,0.204939,0.0421474,-0.0114029,0.00929745,0.91559,0.176513
36,0.209659,0.0420174,-0.00819429,0.00954952,0.936781,0.178802
36.05,0.213812,0.0419844,-0.00255861,0.0102157,0.948408,0.182492
36.1,0.218588,0.0418027,0.00213601,0.0109001,0.966667,0.183061
36.15,0.223064,0.0416371,0.0051411,0.0118062,0.973607,0.18312
36.2,0.227951,0.0414738,0.00927973,0.0127831,0.980237,0.182031
36.25,0.233226,0.0414546,0.00979448,0.0136881,0.990463,0.1839
36.3,0.238436,0.0413482,0.00884316,0.0138888,1.00727,0.184594
36.35,0.243077,0.0412665,0.00773589,0.0138078,1.0055,0.185286
36.4,0.248201,0.0410952,0.00753368,0.0133571,1.03185,0.18395
36.45,0.253676,0.0409553,0.00959312,0.0123791,1.06328,0.182941
36.5,0.258503,0.0408349,0.0093669,0.0112122,1.0764,0.180758
36.55,0.263914,0.0406775,0.00634915,0.00973275,1.09316,0.176817
36.6,0.269366,0.0404676,0.00287701,0.00912969,1.10261,0.173907
36.65,0.275206,0.0403961,-2.94219e-06,0.00888299,1.12394,0.173011
36.7,0.280675,0.0402765,-0.00332172,0.00890174,1.14313,0.17258
36.75,0.285521,0.0400234,-0.00319372,0.00942099,1.15287,0.169544
36.8,0.290376,0.0396585,-0.00625954,0.00986484,1.15869,0.165784
36.85,0.29544,0.039394,-0.00850137,0.0100947,1.17199,0.166361
36.9,0.301481,0.0390641,-0.0106359,0.0105472,1.19485,0.165144
36.95,0.308359,0.0386606,-0.00959648,0.0110524,1.23061,0.163933
37,0.314925,0.0383614,-0.00923931,0.0114166,1.267,0.164527
37.05,0.322033,0.0380601,-0.00879735,0.0115591,1.30062,0.16487
37.1,0.329402,0.0377152,-0.0108146,0.0117498,1.3349,0.166661
37.15,0.336916,0.0373712,-0.0135654,0.0119452,1.35454,0.166835
37.2,0.344587,0.037035,-0.0162893,0.0123318,1.36598,0.166565
37.25,0.351873,0.0367297,-0.0196649,0.0126875,1.38747,0.166548
37.3,0.359251,0.036401,-0.0184789,0.0130369,1.40488,0.167458
37.35,0.366482,0.0361438,-0.0155986,0.0128408,1.428,0.168409
37.4,0.374563,0.0359054,-0.00953709,0.0127812,1.46983,0.168942
37.45,0.383429,0.0357145,-0.00538831,0.0126483,1.52568,0.168137
37.5,0.392632,0.0355139,-0.00637909,0.012174,1.57506,0.167469
37.55,0.401768,0.0353226,-0.0095133,0.0115582,1.62039,0.166667
37.6,0.411706,0.0351988,-0.00843634,0.0112803,1.67032,0.16623
37.65,0.422532,0.0350194,-0.00606945,0.0112528,1.73668,0.167831
37.7,0.433131,0.0349102,-0.00203555,0.011,1.79489,0.170824
37.75,0.443067,0.0346211,-0.0037884,0.0108255,1.84161,0.170562
37.8,0.453151,0.0344304,-0.00104233,0.0111216,1.90101,0.171056
37.85,0.464182,0.0342205,0.00163231,0.0111866,1.96263,0.170612
37.9,0.474497,0.034024,0.00123649,0.011455,2.01446,0.171547
37.95,0.484365,0.0337252,-0.00600572,0.0114079,2.03715,0.169702
38,0.494114,0.0333343,-0.0108702,0.0118465,2.06276,0.165283
38.05,0.504632,0.0329961,-0.0140162,0.0123762,2.08084,0.160736
38.1,0.516609,0.0326947,-0.0156602,0.0125818,2.11898,0.158656
38.15,0.528557,0.0323511,-0.0173176,0.0130484,2.15253,0.155442
38.2,0.541148,0.0320098,-0.020683,0.01337,2.19335,0.151997
38.25,0.553692,0.031701,-0.0214264,0.0131262,2.22841,0.148292
38.3,0.566783,0.0313948,-0.022887,0.0130031,2.25743,0.147124
38.35,0.580054,0.0311255,-0.0224978,0.0127794,2.30191,0.147743
38.4,0.593888,0.0307983,-0.0258331,0.0120971,2.34114,0.146964
38.45,0.608743,0.0304915,-0.0248733,0.0111989,2.40066,0.146956
38.5,0.623991,0.0301654,-0.0223648,0.0109563,2.46352,0.148486
38.55,0.639904,0.0299244,-0.0142779,0.0105987,2.54253,0.151595
38.6,0.656061,0.0296257,-0.00907278,0.0103255,2.61976,0.152881
38.65,0.672601,0.029202,-0.00497045,0.00991986,2.69184,0.150735
38.7,0.689288,0.0288401,-0.00289588,0.00998211,2.76075,0.150865
38.75,0.706544,0.028448,-0.00119583,0.0103515,2.8377,0.151133
38.8,0.724319,0.0280714,0.00125244,0.010462,2.91503,0.151206
38.85,0.741233,0.0277093,-0.00245495,0.010764,2.96517,0.151628
38.9,0.759033,0.0273767,-0.000632491,0.0112366,3.02941,0.153102
38.95,0.778122,0.0269711,0.00521601,0.0115714,3.12156,0.153231
39,0.797272,0.0265333,0.00995559,0.0116773,3.19785,0.151654
39.05,0.817305,0.0261915,0.0173348,0.0117531,3.29829,0.150145
39.1,0.837881,0.0257541,0.023562,0.0120395,3.39857,0.148763
39.15,0.858843,0.0252969,0.0314717,0.0125153,3.49173,0.14676
39.2,0.881007,0.0249057,0.0399106,0.0128443,3.5886,0.145856
39.25,0.904054,0.0245501,0.0483327,0.0133731,3.68129,0.14703
39.3,0.926492,0.0240728,0.0556248,0.0132258,3.76149,0.1449
39.35,0.949269,0.0236397,0.0670439,0.0137134,3.85042,0.144595
39.4,0.973144,0.023061,0.08161,0.0139269,3.94707,0.142799
39.45,0.997739,0.0224527,0.101499,0.0141921,4.06119,0.14109
39.5,1.0234,0.0219151,0.126714,0.0143006,4.18862,0.142136
39.55,1.05057,0.0213506,0.160956,0.0139123,4.34129,0.142608
39.6,1.07839,0.0208044,0.20356,0.0135191,4.51387,0.145738
39.65,1.10725,0.0203366,0.252204,0.0133686,4.7018,0.15033
39.7,1.13787,0.0198523,0.314703,0.0128838,4.93909,0.154412
39.75,1.17003,0.0193692,0.392649,0.0122179,5.2338,0.158703
39.8,1.20374,0.0188668,0.487395,0.0124093,5.59915,0.163142
39.85,1.23942,0.0184943,0.604322,0.0124254,6.06186,0.173332
39.9,1.27803,0.0182652,0.75087,0.0137996,6.67153,0.189657
39.95,1.3201,0.0181563,0.936452,0.0160318,7.49361,0.210342
