conf,kind,k,tau
761,1,4,17.0815
761,1,5,22.735
761,1,6,25.723
761,1,7,29.5053
761,1,8,33.0995
761,1,9,33.4346
761,-1,0,6.7451
761,-1,1,8.15433
761,-1,2,12.4413
761,-1,3,28.1452
761,-1,4,29.8318
761,-1,5,34.0971
761,-1,6,37.3184
761,-1,7,38.2747
762,1,0,2.6777
762,1,1,5.72851
762,1,2,6.41336
762,1,3,12.7439
762,1,4,17.0815
762,1,5,22.735
762,1,6,25.723
762,1,7,29.5053
762,1,8,33.0995
762,1,9,33.4346
762,-1,0,6.7451
762,-1,1,8.15433
762,-1,2,12.4413
762,-1,3,28.1452
762,-1,4,29.8318
762,-1,5,34.0971
762,-1,6,37.3184
762,-1,7,38.2747
763,1,0,2.6777
763,1,1,5.72851
763,1,2,6.41336
763,1,3,12.7439
763,1,4,17.0815
763,1,5,22.735
763,1,6,25.723
763,1,7,29.5053
763,1,8,33.0995
763,1,9,33.4346
763,-1,0,6.7451
763,-1,1,8.15433
763,-1,2,12.4413
763,-1,3,28.1452
763,-1,4,29.8318
763,-1,5,34.0971
763,-1,6,37.3184
763,-1,7,38.2492
764,1,0,2.6777
764,1,1,5.72851
764,1,2,6.41336
764,1,3,12.7439
764,1,4,17.0815
764,1,5,22.735
764,1,6,25.723
764,1,7,29.5053
764,1,8,33.1126
764,1,9,33.4346
764,-1,0,6.7451
764,-1,1,8.15433
764,-1,2,12.4413
764,-1,3,28.1452
764,-1,4,29.8318
764,-1,5,34.0971
764,-1,6,37.3184
764,-1,7,38.2492
765,1,0,2.6777
765,1,1,5.72851
765,1,2,6.41336
765,1,3,12.7439
765,1,4,17.0815
765,1,5,22.735
765,1,6,25.723
765,1,7,29.5053
765,1,8,33.1126
765,1,9,33.4346
765,-1,0,6.7451
765,-1,1,8.15433
765,-1,2,12.4413
765,-1,3,28.1452
765,-1,4,29.8318
765,-1,5,34.0971
765,-1,6,37.3184
765,-1,7,38.2492
766,1,0,2.6777
766,1,1,5.72851
766,1,2,6.41336
766,1,3,12.7439
766,1,4,17.0815
766,1,5,22.735
766,1,6,25.723
766,1,7,29.5053
766,1,8,33.1126
766,1,9,33.4346
766,-1,0,6.7451
766,-1,1,8.15433
766,-1,2,12.4413
766,-1,3,28.1452
766,-1,4,29.8318
766,-1,5,34.0971
766,-1,6,37.3184
766,-1,7,38.2492
767,1,0,2.6777
767,1,1,5.72851
767,1,2,6.41336
767,1,3,12.7439
767,1,4,17.0815
767,1,5,22.735
767,1,6,25.723
767,1,7,29.5053
767,1,8,33.1126
767,1,9,33.4346
767,-1,0,6.7451
767,-1,1,8.15433
767,-1,2,12.4413
767,-1,3,28.1452
767,-1,4,29.8318
767,-1,5,34.0971
767,-1,6,37.3184
767,-1,7,38.2492
768,1,0,2.6777
768,1,1,5.72851
768,1,2,6.41336
768,1,3,12.7439
768,1,4,17.0815
768,1,5,22.735
768,1,6,25.723
768,1,7,29.5053
768,1,8,33.1126
768,1,9,33.4346
768,-1,0,6.7451
768,-1,1,8.15433
768,-1,2,12.4413
768,-1,3,28.1452
768,-1,4,29.8318
768,-1,5,34.0971
768,-1,6,37.3184
768,-1,7,38.2492
769,1,0,2.6777
769,1,1,5.72851
769,1,2,6.41336
769,1,3,12.7439
769,1,4,17.0815
769,1,5,22.735
769,1,6,25.723
769,1,7,29.5053
769,1,8,33.1126
769,1,9,33.4346
769,-1,0,6.7451
769,-1,1,8.15433
769,-1,2,12.4413
769,-1,3,28.1452
769,-1,4,29.8318
769,-1,5,34.0971
769,-1,6,37.3184
769,-1,7,38.2492
770,1,0,2.6777
770,1,1,5.72851
770,1,2,6.41336
770,1,3,12.7439
770,1,4,17.0815
770,1,5,22.735
770,1,6,25.723
770,1,7,29.5053
770,1,8,33.1126
770,1,9,33.4346
770,-1,0,6.7451
770,-1,1,8.15433
770,-1,2,12.4413
770,-1,3,28.1452
770,-1,4,29.8318
770,-1,5,34.0971
770,-1,6,37.3184
770,-1,7,38.2492
771,1,0,2.6777
771,1,1,5.72851
771,1,2,6.41336
771,1,3,12.7439
771,1,4,17.0815
771,1,5,22.735
771,1,6,25.723
771,1,7,29.5053
771,1,8,33.1126
771,1,9,33.4346
771,-1,0,6.7451
771,-1,1,8.15433
771,-1,2,12.4413
771,-1,3,28.1452
771,-1,4,29.8318
771,-1,5,34.0971
771,-1,6,37.3184
771,-1,7,38.2492
772,1,0,2.6777
772,1,1,5.72851
772,1,2,6.41336
772,1,3,12.7439
772,1,4,17.0492
772,1,5,22.735
772,1,6,25.723
772,1,7,29.5053
772,1,8,33.1126
772,1,9,33.4346
772,-1,0,6.7451
772,-1,1,8.15433
772,-1,2,12.4413
772,-1,3,28.1452
772,-1,4,29.8318
772,-1,5,34.0971
772,-1,6,37.3184
772,-1,7,38.2492
773,1,0,2.6777
773,1,1,5.72851
773,1,2,6.41336
773,1,3,12.7439
773,1,4,17.0492
773,1,5,22.735
773,1,6,25.723
773,1,7,29.5053
773,1,8,33.1126
773,1,9,33.4346
773,-1,0,6.7451
773,-1,1,8.15433
773,-1,2,12.4413
773,-1,3,28.1452
773,-1,4,29.8318
773,-1,5,34.0971
773,-1,6,37.3184
773,-1,7,38.2492
774,1,0,2.6777
774,1,1,5.72851
774,1,2,6.41336
774,1,3,12.7439
774,1,4,17.0492
774,1,5,22.735
774,1,6,25.723
774,1,7,29.5053
774,1,8,33.1126
774,1,9,33.4346
774,-1,0,6.7451
774,-1,1,8.15433
774,-1,2,12.4413
774,-1,3,28.1452
774,-1,4,29.8318
774,-1,5,34.0971
774,-1,6,37.3184
774,-1,7,38.2492
775,1,0,2.6777
775,1,1,5.72851
775,1,2,6.41336
775,1,3,12.7439
775,1,4,17.0492
775,1,5,22.735
775,1,6,25.723
775,1,7,29.5053
775,1,8,33.1126
775,1,9,33.4346
775,-1,0,6.7451
775,-1,1,8.15433
775,-1,2,12.4413
775,-1,3,28.1452
775,-1,4,29.8318
775,-1,5,34.0971
775,-1,6,37.3184
775,-1,7,38.2492
776,1,0,2.6777
776,1,1,5.72851
776,1,2,6.41336
776,1,3,12.7433
776,1,4,17.0492
776,1,5,22.735
776,1,6,25.723
776,1,7,29.5053
776,1,8,33.1126
776,1,9,33.4346
776,-1,0,6.7451
776,-1,1,8.15433
776,-1,2,12.4413
776,-1,3,28.1452
776,-1,4,29.8318
776,-1,5,34.0971
776,-1,6,37.3184
776,-1,7,38.2492
777,1,0,2.6777
777,1,1,5.72851
777,1,2,6.41336
777,1,3,12.7433
777,1,4,17.0492
777,1,5,22.735
777,1,6,25.723
777,1,7,29.5053
777,1,8,33.1126
777,1,9,33.4346
777,-1,0,6.7451
777,-1,1,8.15433
777,-1,2,12.4413
777,-1,3,28.1452
777,-1,4,29.8318
777,-1,5,34.0971
777,-1,6,37.3184
777,-1,7,38.2492
778,1,0,2.6777
778,1,1,5.72851
778,1,2,6.41336
778,1,3,12.7433
778,1,4,17.0492
778,1,5,22.735
778,1,6,25.723
778,1,7,29.5053
778,1,8,33.1126
778,1,9,33.4346
778,-1,0,6.7451
778,-1,1,8.15433
778,-1,2,12.4413
778,-1,3,28.1452
778,-1,4,29.8318
778,-1,5,34.0971
778,-1,6,37.3184
778,-1,7,38.2492
779,1,0,2.6777
779,1,1,5.72851
779,1,2,6.41336
779,1,3,12.7433
779,1,4,17.0492
779,1,5,22.735
779,1,6,25.723
779,1,7,29.5053
779,1,8,33.1126
779,1,9,33.4346
779,-1,0,6.7451
779,-1,1,8.15433
779,-1,2,12.4413
779,-1,3,28.1452
779,-1,4,29.8318
779,-1,5,34.0971
779,-1,6,37.3184
779,-1,7,38.2492
780,1,0,2.6777
780,1,1,5.72851
780,1,2,6.41336
780,1,3,12.7433
780,1,4,17.0492
780,1,5,22.735
780,1,6,25.723
780,1,7,29.5053
780,1,8,33.1126
780,1,9,33.4346
780,-1,0,6.7451
780,-1,1,8.15433
780,-1,2,12.4413
780,-1,3,28.1452
780,-1,4,29.8318
780,-1,5,34.0971
780,-1,6,37.3184
780,-1,7,38.2492
781,1,0,2.6777
781,1,1,5.72851
781,1,2,6.41336
781,1,3,12.7433
781,1,4,17.0492
781,1,5,22.735
781,1,6,25.723
781,1,7,29.5053
781,1,8,33.1126
781,1,9,33.4346
781,-1,0,6.7451
781,-1,1,8.15433
781,-1,2,12.4413
781,-1,3,28.1452
781,-1,4,29.8318
781,-1,5,34.0971
781,-1,6,37.3184
781,-1,7,38.2492
782,1,0,2.6777
782,1,1,5.72851
782,1,2,6.41336
782,1,3,12.7433
782,1,4,17.0492
782,1,5,22.7625
782,1,6,25.723
782,1,7,29.5053
782,1,8,33.1126
782,1,9,33.4346
782,-1,0,6.7451
782,-1,1,8.15433
782,-1,2,12.4413
782,-1,3,28.1452
782,-1,4,29.8318
782,-1,5,34.0971
782,-1,6,37.3184
782,-1,7,38.2492
783,1,0,2.6777
783,1,1,5.72851
783,1,2,6.41336
783,1,3,12.7433
783,1,4,17.0492
783,1,5,22.7625
783,1,6,25.723
783,1,7,29.5053
783,1,8,33.1126
783,1,9,33.4346
783,-1,0,6.7451
783,-1,1,8.15433
783,-1,2,12.4413
783,-1,3,28.1452
783,-1,4,29.8318
783,-1,5,34.0971
783,-1,6,37.3184
783,-1,7,38.2492
784,1,0,2.6777
784,1,1,5.72851
784,1,2,6.41336
784,1,3,12.7433
784,1,4,17.0492
784,1,5,22.7625
784,1,6,25.723
784,1,7,29.5053
784,1,8,33.1126
784,1,9,33.4346
784,-1,0,6.7451
784,-1,1,8.15433
784,-1,2,12.4296
784,-1,3,28.1452
784,-1,4,29.8318
784,-1,5,34.0971
784,-1,6,37.3184
784,-1,7,38.2492
785,1,0,2.6777
785,1,1,5.72851
785,1,2,6.41336
785,1,3,12.7433
785,1,4,17.0492
785,1,5,22.7625
785,1,6,25.723
785,1,7,29.5053
785,1,8,33.1126
785,1,9,33.4346
785,-1,0,6.7451
785,-1,1,8.15433
785,-1,2,12.4296
785,-1,3,28.1452
785,-1,4,29.8318
785,-1,5,34.0971
785,-1,6,37.3184
785,-1,7,38.2492
786,1,0,2.6777
786,1,1,5.72851
786,1,2,6.41336
786,1,3,12.7433
786,1,4,17.0492
786,1,5,22.7625
786,1,6,25.723
786,1,7,29.5053
786,1,8,33.1126
786,1,9,33.4346
786,-1,0,6.7451
786,-1,1,8.15433
786,-1,2,12.4296
786,-1,3,28.1452
786,-1,4,29.8318
786,-1,5,34.0971
786,-1,6,37.3184
786,-1,7,38.2492
787,1,0,2.6777
787,1,1,5.72851
787,1,2,6.41336
787,1,3,12.7433
787,1,4,17.0492
787,1,5,22.7625
787,1,6,25.723
787,1,7,29.5053
787,1,8,33.1126
787,1,9,33.4346
787,-1,0,6.7451
787,-1,1,8.15433
787,-1,2,12.4296
787,-1,3,28.1452
787,-1,4,29.8318
787,-1,5,34.0971
787,-1,6,37.3184
787,-1,7,38.2492
788,1,0,2.6777
788,1,1,5.72851
788,1,2,6.41747
788,1,3,12.7433
788,1,4,17.0492
788,1,5,22.7625
788,1,6,25.723
788,1,7,29.5053
788,1,8,33.1126
788,1,9,33.4346
788,-1,0,6.7451
788,-1,1,8.15433
788,-1,2,12.4296
788,-1,3,28.1452
788,-1,4,29.8318
788,-1,5,34.0971
788,-1,6,37.3184
788,-1,7,38.2492
789,1,0,2.6777
789,1,1,5.72851
789,1,2,6.41747
789,1,3,12.7433
789,1,4,17.0492
789,1,5,22.7625
789,1,6,25.723
789,1,7,29.5053
789,1,8,33.1126
789,1,9,33.4346
789,-1,0,6.7451
789,-1,1,8.15433
789,-1,2,12.4296
789,-1,3,28.1452
789,-1,4,29.8318
789,-1,5,34.0971
789,-1,6,37.3184
789,-1,7,38.2492
790,1,0,2.6777
790,1,1,5.72851
790,1,2,6.41747
790,1,3,12.7433
790,1,4,17.0492
790,1,5,22.7625
790,1,6,25.723
790,1,7,29.5053
790,1,8,33.1126
790,1,9,33.4346
790,-1,0,6.7451
790,-1,1,8.15433
790,-1,2,12.4296
790,-1,3,28.1452
790,-1,4,29.8318
790,-1,5,34.0971
790,-1,6,37.3184
790,-1,7,38.2492
791,1,0,2.6777
791,1,1,5.72851
791,1,2,6.41747
791,1,3,12.7433
791,1,4,17.0492
791,1,5,22.7625
791,1,6,25.723
791,1,7,29.5053
791,1,8,33.1126
791,1,9,33.4346
791,-1,0,6.7451
791,-1,1,8.15433
791,-1,2,12.4296
791,-1,3,28.1452
791,-1,4,29.8318
791,-1,5,34.0971
791,-1,6,37.3184
791,-1,7,38.2492
792,1,0,2.6777
792,1,1,5.72851
792,1,2,6.41747
792,1,3,12.7433
792,1,4,17.0492
792,1,5,22.7625
792,1,6,25.723
792,1,7,29.5053
792,1,8,33.1126
792,1,9,33.4346
792,-1,0,6.7451
792,-1,1,8.15433
792,-1,2,12.4296
792,-1,3,28.1452
792,-1,4,29.8318
792,-1,5,34.0971
792,-1,6,37.3184
792,-1,7,38.2492
793,1,0,2.6777
793,1,1,5.72851
793,1,2,6.41747
793,1,3,12.7433
793,1,4,17.0492
793,1,5,22.7625
793,1,6,25.723
793,1,7,29.5053
793,1,8,33.1126
793,1,9,33.4346
793,-1,0,6.7451
793,-1,1,8.15433
793,-1,2,12.4296
793,-1,3,28.1452
793,-1,4,29.8318
793,-1,5,34.0971
793,-1,6,37.3184
793,-1,7,38.2492
794,1,0,2.6777
794,1,1,5.72851
794,1,2,6.41747
794,1,3,12.7433
794,1,4,17.0492
794,1,5,22.7625
794,1,6,25.723
794,1,7,29.5053
794,1,8,33.1126
794,1,9,33.4346
794,-1,0,6.7451
794,-1,1,8.15433
794,-1,2,12.4296
794,-1,3,28.1452
794,-1,4,29.8318
794,-1,5,34.0971
794,-1,6,37.3184
794,-1,7,38.2492
795,1,0,2.6777
795,1,1,5.72851
795,1,2,6.41747
795,1,3,12.7433
795,1,4,17.0492
795,1,5,22.7625
795,1,6,25.723
795,1,7,29.5053
795,1,8,33.1126
795,1,9,33.4346
795,-1,0,6.7451
795,-1,1,8.15433
795,-1,2,12.4296
795,-1,3,28.1452
795,-1,4,29.8318
795,-1,5,34.0971
795,-1,6,37.3184
795,-1,7,38.2492
796,1,0,2.6777
796,1,1,5.72851
796,1,2,6.41747
796,1,3,12.7433
796,1,4,17.0492
796,1,5,22.6338
796,1,6,25.723
796,1,7,29.5053
796,1,8,33.1126
796,1,9,33.4346
796,-1,0,6.7451
796,-1,1,8.15433
796,-1,2,12.4296
796,-1,3,28.1452
796,-1,4,29.8318
796,-1,5,34.0971
796,-1,6,37.3184
796,-1,7,38.2492
797,1,0,2.6777
797,1,1,5.72851
797,1,2,6.41747
797,1,3,12.7433
797,1,4,17.0492
797,1,5,22.6338
797,1,6,25.723
797,1,7,29.5053
797,1,8,33.1126
797,1,9,33.4346
797,-1,0,6.7451
797,-1,1,8.18177
797,-1,2,12.4296
797,-1,3,28.1452
797,-1,4,29.8318
797,-1,5,34.0971
797,-1,6,37.3184
797,-1,7,38.2492
798,1,0,2.6777
798,1,1,5.72851
798,1,2,6.41747
798,1,3,12.7433
798,1,4,17.0492
798,1,5,22.6338
798,1,6,25.723
798,1,7,29.5053
798,1,8,33.1126
798,1,9,33.4346
798,-1,0,6.7451
798,-1,1,8.18177
798,-1,2,12.4296
798,-1,3,28.1452
798,-1,4,29.8318
798,-1,5,34.0971
798,-1,6,37.3184
798,-1,7,38.2492
799,1,0,2.60113
799,1,1,5.72851
799,1,2,6.41747
799,1,3,12.7433
799,1,4,17.0492
799,1,5,22.6338
799,1,6,25.723
799,1,7,29.5053
799,1,8,33.1126
799,1,9,33.4346
799,-1,0,6.7451
799,-1,1,8.18177
799,-1,2,12.4296
799,-1,3,28.1452
799,-1,4,29.8318
799,-1,5,34.0971
799,-1,6,37.3184
799,-1,7,38.2492
800,1,0,2.60113
800,1,1,5.72851
800,1,2,6.41747
800,1,3,12.7433
800,1,4,17.0492
800,1,5,22.6338
800,1,6,25.723
800,1,7,29.5053
800,1,8,33.1126
800,1,9,33.4346
800,-1,0,6.7451
800,-1,1,8.18177
800,-1,2,12.4296
800,-1,3,28.1452
800,-1,4,29.8318
800,-1,5,34.0971
800,-1,6,37.3184
800,-1,7,38.2492
801,1,0,2.60113
801,1,1,5.72851
801,1,2,6.41747
801,1,3,12.7433
801,1,4,17.0492
801,1,5,22.6338
801,1,6,25.723
801,1,7,29.5053
801,1,8,33.1126
801,1,9,33.4346
801,-1,0,6.7451
801,-1,1,8.18177
801,-1,2,12.4296
801,-1,3,28.1452
801,-1,4,29.8318
801,-1,5,34.0971
801,-1,6,37.3184
801,-1,7,38.2492
802,1,0,2.60113
802,1,1,5.72851
802,1,2,6.41747
802,1,3,12.7433
802,1,4,17.0492
802,1,5,22.6338
802,1,6,25.723
802,1,7,29.5053
802,1,8,33.1126
802,1,9,33.4346
802,-1,0,6.7451
802,-1,1,8.18177
802,-1,2,12.4296
802,-1,3,28.1452
802,-1,4,29.8318
802,-1,5,34.0971
802,-1,6,37.3184
802,-1,7,38.2492
803,1,0,2.60113
803,1,1,5.72851
803,1,2,6.41747
803,1,3,12.7433
803,1,4,17.0492
803,1,5,22.6338
803,1,6,25.723
803,1,7,29.5053
803,1,8,33.1126
803,1,9,33.4346
803,-1,0,6.7451
803,-1,1,8.18177
803,-1,2,12.4296
803,-1,3,28.1452
803,-1,4,29.8318
803,-1,5,34.0971
803,-1,6,37.3184
803,-1,7,38.2492
804,1,0,2.60113
804,1,1,5.72851
804,1,2,6.41747
804,1,3,12.7433
804,1,4,17.0492
804,1,5,22.6338
804,1,6,25.723
804,1,7,29.5053
804,1,8,33.1126
804,1,9,33.4346
804,-1,0,6.7451
804,-1,1,8.18177
804,-1,2,12.4296
804,-1,3,28.1452
804,-1,4,29.8318
804,-1,5,34.0971
804,-1,6,37.3184
804,-1,7,38.2492
805,1,0,2.60113
805,1,1,5.72851
805,1,2,6.41747
805,1,3,12.7433
805,1,4,17.0492
805,1,5,22.6338
805,1,6,25.723
805,1,7,29.5053
805,1,8,33.1126
805,1,9,33.4346
805,-1,0,6.7451
805,-1,1,8.18177
805,-1,2,12.4296
805,-1,3,28.1452
805,-1,4,29.8318
805,-1,5,34.0971
805,-1,6,37.3184
805,-1,7,38.1015
806,1,0,2.60113
806,1,1,5.72851
806,1,2,6.41747
806,1,3,12.7433
806,1,4,17.0492
806,1,5,22.6338
806,1,6,25.723
806,1,7,29.5053
806,1,8,33.1126
806,1,9,33.4346
806,-1,0,6.7451
806,-1,1,8.18177
806,-1,2,12.4296
806,-1,3,28.1452
806,-1,4,29.8318
806,-1,5,34.0971
806,-1,6,37.3184
806,-1,7,38.1015
807,1,0,2.60113
807,1,1,5.72851
807,1,2,6.41747
807,1,3,12.7433
807,1,4,17.0492
807,1,5,22.6338
807,1,6,25.723
807,1,7,29.5053
807,1,8,33.1126
807,1,9,33.4346
807,-1,0,6.7451
807,-1,1,8.18177
807,-1,2,12.4296
807,-1,3,28.1452
807,-1,4,29.8318
807,-1,5,34.0971
807,-1,6,37.3184
807,-1,7,38.1015
808,1,0,2.60113
808,1,1,5.72851
808,1,2,6.41747
808,1,3,12.7433
808,1,4,17.0492
808,1,5,22.6338
808,1,6,25.7252
808,1,7,29.5053
808,1,8,33.1126
808,1,9,33.4346
808,-1,0,6.7451
808,-1,1,8.18177
808,-1,2,12.4296
808,-1,3,28.1452
808,-1,4,29.8318
808,-1,5,34.0971
808,-1,6,37.3184
808,-1,7,38.1015
809,1,0,2.60113
809,1,1,5.72851
809,1,2,6.41747
809,1,3,12.7433
809,1,4,17.0492
809,1,5,22.6338
809,1,6,25.7252
809,1,7,29.5053
809,1,8,33.1126
809,1,9,33.4346
809,-1,0,6.7451
809,-1,1,8.18177
809,-1,2,12.4296
809,-1,3,28.1452
809,-1,4,29.8318
809,-1,5,34.0971
809,-1,6,37.3184
809,-1,7,38.1015
810,1,0,2.60113
810,1,1,5.72851
810,1,2,6.41747
810,1,3,12.7433
810,1,4,17.0492
810,1,5,22.6338
810,1,6,25.7252
810,1,7,29.5053
810,1,8,33.1126
810,1,9,33.4346
810,-1,0,6.7451
810,-1,1,8.18177
810,-1,2,12.4296
810,-1,3,28.1452
810,-1,4,29.8318
810,-1,5,34.0971
810,-1,6,37.3184
810,-1,7,38.1015
811,1,0,2.60113
811,1,1,5.72851
811,1,2,6.41747
811,1,3,12.7433
811,1,4,17.0492
811,1,5,22.6338
811,1,6,25.7252
811,1,7,29.5053
811,1,8,33.1126
811,1,9,33.4346
811,-1,0,6.7451
811,-1,1,8.18177
811,-1,2,12.4296
811,-1,3,28.1452
811,-1,4,29.8318
811,-1,5,34.0971
811,-1,6,37.3184
811,-1,7,38.1015
812,1,0,2.60113
812,1,1,5.72851
812,1,2,6.41747
812,1,3,12.7433
812,1,4,17.0492
812,1,5,22.6338
812,1,6,25.7252
812,1,7,29.5053
812,1,8,33.1126
812,1,9,33.4346
812,-1,0,6.7451
812,-1,1,8.18177
812,-1,2,12.4296
812,-1,3,28.1452
812,-1,4,29.8318
812,-1,5,34.0971
812,-1,6,37.3184
812,-1,7,38.1015
813,1,0,2.60113
813,1,1,5.72851
813,1,2,6.41747
813,1,3,12.7433
813,1,4,17.0492
813,1,5,22.6338
813,1,6,25.7252
813,1,7,29.5053
813,1,8,33.1126
813,1,9,33.4346
813,-1,0,6.7451
813,-1,1,8.18177
813,-1,2,12.4296
813,-1,3,28.1452
813,-1,4,29.8318
813,-1,5,34.0971
813,-1,6,37.3184
813,-1,7,38.1015
814,1,0,2.60113
814,1,1,5.72851
814,1,2,6.41747
814,1,3,12.7433
814,1,4,17.0492
814,1,5,22.6338
814,1,6,25.7252
814,1,7,29.5053
814,1,8,33.1126
814,1,9,33.4346
814,-1,0,6.7451
814,-1,1,8.18177
814,-1,2,12.4296
814,-1,3,28.1452
814,-1,4,29.8318
814,-1,5,34.0971
814,-1,6,37.3184
814,-1,7,38.1015
815,1,0,2.60113
815,1,1,5.72851
815,1,2,6.41747
815,1,3,12.7433
815,1,4,17.0492
815,1,5,22.6338
815,1,6,25.7252
815,1,7,29.5053
815,1,8,33.1126
815,1,9,33.4346
815,-1,0,6.7451
815,-1,1,8.18177
815,-1,2,12.4296
815,-1,3,28.1452
815,-1,4,29.8318
815,-1,5,34.0971
815,-1,6,37.3184
815,-1,7,38.1015
816,1,0,2.60113
816,1,1,5.72851
816,1,2,6.41747
816,1,3,12.7433
816,1,4,17.0492
816,1,5,22.6338
816,1,6,25.7252
816,1,7,29.5053
816,1,8,33.1126
816,1,9,33.4346
816,-1,0,6.7451
816,-1,1,8.18177
816,-1,2,12.4296
816,-1,3,28.1452
816,-1,4,29.8318
816,-1,5,34.0971
816,-1,6,37.3184
816,-1,7,38.1015
817,1,0,2.60113
817,1,1,5.72851
817,1,2,6.41747
817,1,3,12.7433
817,1,4,17.0492
817,1,5,22.6338
817,1,6,25.7252
817,1,7,29.5053
817,1,8,33.1126
817,1,9,33.4346
817,-1,0,6.7451
817,-1,1,8.18177
817,-1,2,12.4296
817,-1,3,28.1452
817,-1,4,29.8318
817,-1,5,34.0971
817,-1,6,37.3184
817,-1,7,38.1015
818,1,0,2.60113
818,1,1,5.72851
818,1,2,6.41747
818,1,3,12.7433
818,1,4,17.0492
818,1,5,22.6338
818,1,6,25.7252
818,1,7,29.5053
818,1,8,33.1126
818,1,9,33.4346
818,-1,0,6.7451
818,-1,1,8.18177
818,-1,2,12.4296
818,-1,3,28.1452
818,-1,4,29.8318
818,-1,5,34.0971
818,-1,6,37.3184
818,-1,7,38.1015
819,1,0,2.60113
819,1,1,5.72851
819,1,2,6.41747
819,1,3,12.7433
819,1,4,17.0492
819,1,5,22.6338
819,1,6,25.7252
819,1,7,29.5053
819,1,8,33.1126
819,1,9,33.4346
819,-1,0,6.7451
819,-1,1,8.18177
819,-1,2,12.4296
819,-1,3,28.1452
819,-1,4,29.8318
819,-1,5,34.0971
819,-1,6,37.3184
819,-1,7,38.1015
820,1,0,2.60113
820,1,1,5.72851
820,1,2,6.41747
820,1,3,12.7433
820,1,4,17.0492
820,1,5,22.6338
820,1,6,25.7252
820,1,7,29.5053
820,1,8,33.1126
820,1,9,33.4346
820,-1,0,6.7451
820,-1,1,8.18177
820,-1,2,12.4296
820,-1,3,28.1452
820,-1,4,29.8318
820,-1,5,34.0971
820,-1,6,37.3184
820,-1,7,38.1015
821,1,0,2.60113
821,1,1,5.72851
821,1,2,6.41747
821,1,3,12.7433
821,1,4,17.0492
821,1,5,22.6338
821,1,6,25.7252
821,1,7,29.5053
821,1,8,33.1126
821,1,9,33.4346
821,-1,0,6.7451
821,-1,1,8.18177
821,-1,2,12.4296
821,-1,3,28.1452
821,-1,4,29.8318
821,-1,5,34.0971
821,-1,6,37.3184
821,-1,7,38.1015
822,1,0,2.60113
822,1,1,5.72851
822,1,2,6.41747
822,1,3,12.7433
822,1,4,17.0492
822,1,5,22.6338
822,1,6,25.7252
822,1,7,29.5053
822,1,8,33.1126
822,1,9,33.4346
822,-1,0,6.7451
822,-1,1,8.18177
822,-1,2,12.4296
822,-1,3,28.1452
822,-1,4,29.8318
822,-1,5,34.0971
822,-1,6,37.3184
822,-1,7,38.1015
823,1,0,2.60113
823,1,1,5.72851
823,1,2,6.41747
823,1,3,12.7433
823,1,4,17.0492
823,1,5,22.6338
823,1,6,25.7252
823,1,7,29.5053
823,1,8,33.1126
823,1,9,33.4346
823,-1,0,6.7451
823,-1,1,8.18177
823,-1,2,12.4296
823,-1,3,28.1452
823,-1,4,29.8318
823,-1,5,34.0971
823,-1,6,37.3184
823,-1,7,38.1015
824,1,0,2.60113
824,1,1,5.72851
824,1,2,6.41747
824,1,3,12.7433
824,1,4,17.0492
824,1,5,22.6338
824,1,6,25.7252
824,1,7,29.5053
824,1,8,33.1126
824,1,9,33.4346
824,-1,0,6.7451
824,-1,1,8.18177
824,-1,2,12.4296
824,-1,3,28.1452
824,-1,4,29.8318
824,-1,5,34.0971
824,-1,6,37.3184
824,-1,7,38.1015
825,1,0,2.60113
825,1,1,5.72851
825,1,2,6.41747
825,1,3,12.7433
825,1,4,17.0492
825,1,5,22.6635
825,1,6,25.7252
825,1,7,29.5053
825,1,8,33.1126
825,1,9,33.4346
825,-1,0,6.7451
825,-1,1,8.18177
825,-1,2,12.4296
825,-1,3,28.1452
825,-1,4,29.8318
825,-1,5,34.0971
825,-1,6,37.3184
825,-1,7,38.1015
826,1,0,2.60113
826,1,1,5.72851
826,1,2,6.41747
826,1,3,12.7433
826,1,4,17.0492
826,1,5,22.6635
826,1,6,25.7252
826,1,7,29.5053
826,1,8,33.1126
826,1,9,33.4346
826,-1,0,6.7451
826,-1,1,8.18177
826,-1,2,12.4296
826,-1,3,28.1452
826,-1,4,29.8318
826,-1,5,34.0971
826,-1,6,37.3184
826,-1,7,38.1015
827,1,0,2.60113
827,1,1,5.72851
827,1,2,6.41747
827,1,3,12.7433
827,1,4,17.0492
827,1,5,22.6635
827,1,6,25.7252
827,1,7,29.5053
827,1,8,33.1126
827,1,9,33.4346
827,-1,0,6.7451
827,-1,1,8.18177
827,-1,2,12.4296
827,-1,3,28.1452
827,-1,4,29.8318
827,-1,5,34.0971
827,-1,6,37.3184
827,-1,7,38.1015
828,1,0,2.60113
828,1,1,5.72851
828,1,2,6.41747
828,1,3,12.7433
828,1,4,17.0492
828,1,5,22.6635
828,1,6,25.7252
828,1,7,29.5053
828,1,8,33.1126
828,1,9,33.4346
828,-1,0,6.7451
828,-1,1,8.18177
828,-1,2,12.4296
828,-1,3,28.1452
828,-1,4,29.8318
828,-1,5,34.0971
828,-1,6,37.3184
828,-1,7,38.1015
829,1,0,2.60113
829,1,1,5.72851
829,1,2,6.41747
829,1,3,12.7433
829,1,4,17.0492
829,1,5,22.6635
829,1,6,25.7252
829,1,7,29.5053
