conf,kind,k,tau
1595,-1,1,8.18927
1595,-1,2,12.4284
1595,-1,3,28.2092
1595,-1,4,29.828
1595,-1,5,34.0971
1595,-1,6,37.3237
1595,-1,7,37.6251
1596,1,0,2.7449
1596,1,1,5.83436
1596,1,2,6.40686
1596,1,3,12.7397
1596,1,4,15.8204
1596,1,5,22.6841
1596,1,6,25.7714
1596,1,7,29.5271
1596,1,8,33.1596
1596,1,9,33.4832
1596,-1,0,6.70921
1596,-1,1,8.18927
1596,-1,2,12.4284
1596,-1,3,28.2092
1596,-1,4,29.828
1596,-1,5,34.0971
1596,-1,6,37.3237
1596,-1,7,37.6251
1597,1,0,2.7449
1597,1,1,5.83436
1597,1,2,6.40686
1597,1,3,12.7397
1597,1,4,15.8204
1597,1,5,22.6841
1597,1,6,25.7714
1597,1,7,29.5271
1597,1,8,33.1596
1597,1,9,33.4832
1597,-1,0,6.70921
1597,-1,1,8.18927
1597,-1,2,12.4284
1597,-1,3,28.2092
1597,-1,4,29.828
1597,-1,5,34.0971
1597,-1,6,37.3237
1597,-1,7,37.6251
1598,1,0,2.7449
1598,1,1,5.83436
1598,1,2,6.40686
1598,1,3,12.7397
1598,1,4,15.8204
1598,1,5,22.7086
1598,1,6,25.7714
1598,1,7,29.5271
1598,1,8,33.1596
1598,1,9,33.4832
1598,-1,0,6.70921
1598,-1,1,8.18927
1598,-1,2,12.4284
1598,-1,3,28.2092
1598,-1,4,29.828
1598,-1,5,34.0971
1598,-1,6,37.3237
1598,-1,7,37.6251
1599,1,0,2.7449
1599,1,1,5.83436
1599,1,2,6.40686
1599,1,3,12.7397
1599,1,4,15.8204
1599,1,5,22.7086
1599,1,6,25.7714
1599,1,7,29.5271
1599,1,8,33.1596
1599,1,9,33.4832
1599,-1,0,6.70921
1599,-1,1,8.18927
1599,-1,2,12.4284
1599,-1,3,28.2092
1599,-1,4,29.828
1599,-1,5,34.0971
1599,-1,6,37.3237
1599,-1,7,37.6251
1600,1,0,2.7449
1600,1,1,5.83436
1600,1,2,6.40686
1600,1,3,12.7397
1600,1,4,15.8204
1600,1,5,22.7086
1600,1,6,25.7714
1600,1,7,29.5271
1600,1,8,33.1596
1600,1,9,33.4832
1600,-1,0,6.70921
1600,-1,1,8.18927
1600,-1,2,12.4284
1600,-1,3,28.2092
1600,-1,4,29.828
1600,-1,5,34.0971
1600,-1,6,37.3237
1600,-1,7,37.6251
1601,1,0,2.7449
1601,1,1,5.83436
1601,1,2,6.40686
1601,1,3,12.7397
1601,1,4,15.8204
1601,1,5,22.7086
1601,1,6,25.7714
1601,1,7,29.5271
1601,1,8,33.1596
1601,1,9,33.4832
1601,-1,0,6.70921
1601,-1,1,8.18927
1601,-1,2,12.4284
1601,-1,3,28.2092
1601,-1,4,29.828
1601,-1,5,34.0971
1601,-1,6,37.3237
1601,-1,7,37.6251
1602,1,0,2.7449
1602,1,1,5.83436
1602,1,2,6.40686
1602,1,3,12.7397
1602,1,4,15.8204
1602,1,5,22.7086
1602,1,6,25.7714
1602,1,7,29.5271
1602,1,8,33.1596
1602,1,9,33.4832
1602,-1,0,6.70921
1602,-1,1,8.18927
1602,-1,2,12.4284
1602,-1,3,28.2092
1602,-1,4,29.828
1602,-1,5,34.0971
1602,-1,6,37.3237
1602,-1,7,37.6251
1603,1,0,2.7449
1603,1,1,5.83436
1603,1,2,6.40686
1603,1,3,12.7397
1603,1,4,15.8204
1603,1,5,22.7086
1603,1,6,25.7714
1603,1,7,29.5271
1603,1,8,33.1596
1603,1,9,33.4832
1603,-1,0,6.70921
1603,-1,1,8.18927
1603,-1,2,12.4284
1603,-1,3,28.2092
1603,-1,4,29.828
1603,-1,5,34.0971
1603,-1,6,37.3237
1603,-1,7,37.6251
1604,1,0,2.7449
1604,1,1,5.83436
1604,1,2,6.40686
1604,1,3,12.7397
1604,1,4,15.8204
1604,1,5,22.7086
1604,1,6,25.7714
1604,1,7,29.5271
1604,1,8,33.1596
1604,1,9,33.4832
1604,-1,0,6.70921
1604,-1,1,8.18927
1604,-1,2,12.4284
1604,-1,3,28.2092
1604,-1,4,29.828
1604,-1,5,34.0971
1604,-1,6,37.3237
1604,-1,7,37.6251
1605,1,0,2.7449
1605,1,1,5.83436
1605,1,2,6.40686
1605,1,3,12.7397
1605,1,4,15.8204
1605,1,5,22.7086
1605,1,6,25.7714
1605,1,7,29.5271
1605,1,8,33.1596
1605,1,9,33.4832
1605,-1,0,6.70921
1605,-1,1,8.18927
1605,-1,2,12.4284
1605,-1,3,28.2092
1605,-1,4,29.828
1605,-1,5,34.0971
1605,-1,6,37.3237
1605,-1,7,37.6251
1606,1,0,2.7449
1606,1,1,5.83436
1606,1,2,6.40686
1606,1,3,12.7397
1606,1,4,15.8204
1606,1,5,22.7086
1606,1,6,25.7714
1606,1,7,29.5271
1606,1,8,33.1596
1606,1,9,33.4832
1606,-1,0,6.70921
1606,-1,1,8.18927
1606,-1,2,12.4284
1606,-1,3,28.2092
1606,-1,4,29.828
1606,-1,5,34.0971
1606,-1,6,37.3237
1606,-1,7,37.6251
1607,1,0,2.7449
1607,1,1,5.83436
1607,1,2,6.40686
1607,1,3,12.7397
1607,1,4,15.8204
1607,1,5,22.7086
1607,1,6,25.7714
1607,1,7,29.5271
1607,1,8,33.1596
1607,1,9,33.4832
1607,-1,0,6.70921
1607,-1,1,8.18927
1607,-1,2,12.4284
1607,-1,3,28.2092
1607,-1,4,29.828
1607,-1,5,34.0971
1607,-1,6,37.3237
1607,-1,7,37.6251
1608,1,0,2.7449
1608,1,1,5.83436
1608,1,2,6.40686
1608,1,3,12.7397
1608,1,4,15.8204
1608,1,5,22.7086
1608,1,6,25.7714
1608,1,7,29.5271
1608,1,8,33.1596
1608,1,9,33.4832
1608,-1,0,6.70921
1608,-1,1,8.18927
1608,-1,2,12.4284
1608,-1,3,28.2092
1608,-1,4,29.828
1608,-1,5,34.0971
1608,-1,6,37.3237
1608,-1,7,37.6251
1609,1,0,2.7449
1609,1,1,5.83436
1609,1,2,6.40686
1609,1,3,12.7397
1609,1,4,15.8204
1609,1,5,22.7086
1609,1,6,25.7714
1609,1,7,29.5271
1609,1,8,33.1596
1609,1,9,33.4832
1609,-1,0,6.70921
1609,-1,1,8.18927
1609,-1,2,12.4284
1609,-1,3,28.2092
1609,-1,4,29.828
1609,-1,5,34.0971
1609,-1,6,37.3237
1609,-1,7,37.6251
1610,1,0,2.7449
1610,1,1,5.83436
1610,1,2,6.40686
1610,1,3,12.7397
1610,1,4,15.8204
1610,1,5,22.7086
1610,1,6,25.7714
1610,1,7,29.5271
1610,1,8,33.1596
1610,1,9,33.4832
1610,-1,0,6.70921
1610,-1,1,8.18927
1610,-1,2,12.4284
1610,-1,3,28.2092
1610,-1,4,29.828
1610,-1,5,34.0971
1610,-1,6,37.3237
1610,-1,7,37.6251
1611,1,0,2.7449
1611,1,1,5.83436
1611,1,2,6.40686
1611,1,3,12.7397
1611,1,4,15.8204
1611,1,5,22.7086
1611,1,6,25.7714
1611,1,7,29.5271
1611,1,8,33.1596
1611,1,9,33.4832
1611,-1,0,6.70921
1611,-1,1,8.18927
1611,-1,2,12.4284
1611,-1,3,28.2301
1611,-1,4,29.828
1611,-1,5,34.0971
1611,-1,6,37.3237
1611,-1,7,37.6251
1612,1,0,2.7449
1612,1,1,5.83436
1612,1,2,6.40686
1612,1,3,12.7397
1612,1,4,15.8204
1612,1,5,22.7086
1612,1,6,25.7714
1612,1,7,29.5271
1612,1,8,33.1596
1612,1,9,33.4832
1612,-1,0,6.70921
1612,-1,1,8.18927
1612,-1,2,12.4284
1612,-1,3,28.2301
1612,-1,4,29.828
1612,-1,5,34.0971
1612,-1,6,37.3237
1612,-1,7,37.6251
1613,1,0,2.7449
1613,1,1,5.83436
1613,1,2,6.40686
1613,1,3,12.7397
1613,1,4,15.8204
1613,1,5,22.7086
1613,1,6,25.7714
1613,1,7,29.5271
1613,1,8,33.1596
1613,1,9,33.4832
1613,-1,0,6.70921
1613,-1,1,8.18927
1613,-1,2,12.4284
1613,-1,3,28.2301
1613,-1,4,29.828
1613,-1,5,34.0971
1613,-1,6,37.3237
1613,-1,7,37.6251
1614,1,0,2.7449
1614,1,1,5.83436
1614,1,2,6.40686
1614,1,3,12.7397
1614,1,4,15.8204
1614,1,5,22.7086
1614,1,6,25.7714
1614,1,7,29.5271
1614,1,8,33.1596
1614,1,9,33.4832
1614,-1,0,6.70921
1614,-1,1,8.18927
1614,-1,2,12.4284
1614,-1,3,28.2301
1614,-1,4,29.828
1614,-1,5,34.0971
1614,-1,6,37.3237
1614,-1,7,37.6251
1615,1,0,2.7449
1615,1,1,5.83436
1615,1,2,6.40686
1615,1,3,12.7397
1615,1,4,15.8204
1615,1,5,22.7086
1615,1,6,25.7714
1615,1,7,29.5271
1615,1,8,33.1596
1615,1,9,33.4832
1615,-1,0,6.70921
1615,-1,1,8.18927
1615,-1,2,12.4284
1615,-1,3,28.2301
1615,-1,4,29.828
1615,-1,5,34.0971
1615,-1,6,37.3237
1615,-1,7,37.6251
1616,1,0,2.7449
1616,1,1,5.83436
1616,1,2,6.40686
1616,1,3,12.7397
1616,1,4,15.8204
1616,1,5,22.7086
1616,1,6,25.7714
1616,1,7,29.5271
1616,1,8,33.1596
1616,1,9,33.4832
1616,-1,0,6.70921
1616,-1,1,8.18927
1616,-1,2,12.4284
1616,-1,3,28.2301
1616,-1,4,29.828
1616,-1,5,34.0971
1616,-1,6,37.3237
1616,-1,7,37.6251
1617,1,0,2.7449
1617,1,1,5.83436
1617,1,2,6.40686
1617,1,3,12.7397
1617,1,4,15.8204
1617,1,5,22.7086
1617,1,6,25.7714
1617,1,7,29.5271
1617,1,8,33.1596
1617,1,9,33.4832
1617,-1,0,6.70921
1617,-1,1,8.18927
1617,-1,2,12.4284
1617,-1,3,28.2301
1617,-1,4,29.828
1617,-1,5,34.0971
1617,-1,6,37.3237
1617,-1,7,37.6251
1618,1,0,2.7449
1618,1,1,5.83436
1618,1,2,6.40686
1618,1,3,12.7397
1618,1,4,15.8204
1618,1,5,22.7086
1618,1,6,25.7714
1618,1,7,29.5271
1618,1,8,33.1596
1618,1,9,33.4832
1618,-1,0,6.70921
1618,-1,1,8.18927
1618,-1,2,12.4284
1618,-1,3,28.2301
1618,-1,4,29.828
1618,-1,5,34.0971
1618,-1,6,37.3237
1618,-1,7,37.6251
1619,1,0,2.7449
1619,1,1,5.83436
1619,1,2,6.40686
1619,1,3,12.7397
1619,1,4,15.8204
1619,1,5,22.7086
1619,1,6,25.7714
1619,1,7,29.5271
1619,1,8,33.1596
1619,1,9,33.4832
1619,-1,0,6.70921
1619,-1,1,8.18927
1619,-1,2,12.4284
1619,-1,3,28.2301
1619,-1,4,29.828
1619,-1,5,34.0971
1619,-1,6,37.3237
1619,-1,7,37.6251
1620,1,0,2.7449
1620,1,1,5.83436
1620,1,2,6.40686
1620,1,3,12.7397
1620,1,4,15.8204
1620,1,5,22.7086
1620,1,6,25.7714
1620,1,7,29.5271
1620,1,8,33.1596
1620,1,9,33.4832
1620,-1,0,6.70921
1620,-1,1,8.18927
1620,-1,2,12.4284
1620,-1,3,28.2301
1620,-1,4,29.828
1620,-1,5,34.0971
1620,-1,6,37.3237
1620,-1,7,37.6251
1621,1,0,2.7449
1621,1,1,5.83436
1621,1,2,6.40686
1621,1,3,12.7397
1621,1,4,15.8204
1621,1,5,22.7086
1621,1,6,25.7714
1621,1,7,29.5271
1621,1,8,33.1596
1621,1,9,33.4832
1621,-1,0,6.70921
1621,-1,1,8.18927
1621,-1,2,12.4284
1621,-1,3,28.1828
1621,-1,4,29.828
1621,-1,5,34.0971
1621,-1,6,37.3237
1621,-1,7,37.6251
1622,1,0,2.7449
1622,1,1,5.83436
1622,1,2,6.40686
1622,1,3,12.7397
1622,1,4,15.8204
1622,1,5,22.7086
1622,1,6,25.7714
1622,1,7,29.5271
1622,1,8,33.1596
1622,1,9,33.4832
1622,-1,0,6.70921
1622,-1,1,8.18927
1622,-1,2,12.4284
1622,-1,3,28.1828
1622,-1,4,29.828
1622,-1,5,34.0971
1622,-1,6,37.3237
1622,-1,7,37.6251
1623,1,0,2.7449
1623,1,1,5.83436
1623,1,2,6.40686
1623,1,3,12.7397
1623,1,4,15.8204
1623,1,5,22.7086
1623,1,6,25.7714
1623,1,7,29.5271
1623,1,8,33.1596
1623,1,9,33.4832
1623,-1,0,6.70921
1623,-1,1,8.18927
1623,-1,2,12.4284
1623,-1,3,28.1828
1623,-1,4,29.828
1623,-1,5,34.0971
1623,-1,6,37.3237
1623,-1,7,37.6251
1624,1,0,2.7449
1624,1,1,5.83436
1624,1,2,6.40686
1624,1,3,12.7397
1624,1,4,15.8204
1624,1,5,22.7086
1624,1,6,25.7714
1624,1,7,29.5271
1624,1,8,33.1596
1624,1,9,33.4832
1624,-1,0,6.70921
1624,-1,1,8.18927
1624,-1,2,12.4284
1624,-1,3,28.1828
1624,-1,4,29.828
1624,-1,5,34.0971
1624,-1,6,37.3237
1624,-1,7,37.6251
1625,1,0,2.7449
1625,1,1,5.83436
1625,1,2,6.40686
1625,1,3,12.7397
1625,1,4,15.8204
1625,1,5,22.7086
1625,1,6,25.7714
1625,1,7,29.5271
1625,1,8,33.1596
1625,1,9,33.4832
1625,-1,0,6.70921
1625,-1,1,8.18927
1625,-1,2,12.4284
1625,-1,3,28.1828
1625,-1,4,29.828
1625,-1,5,34.0971
1625,-1,6,37.3237
1625,-1,7,37.6251
1626,1,0,2.7449
1626,1,1,5.83436
1626,1,2,6.40686
1626,1,3,12.7397
1626,1,4,15.8204
1626,1,5,22.7086
1626,1,6,25.7714
1626,1,7,29.5271
1626,1,8,33.1596
1626,1,9,33.4832
1626,-1,0,6.70921
1626,-1,1,8.18927
1626,-1,2,12.4284
1626,-1,3,28.1828
1626,-1,4,29.828
1626,-1,5,34.0971
1626,-1,6,37.3237
1626,-1,7,37.6251
1627,1,0,2.7449
1627,1,1,5.83436
1627,1,2,6.40686
1627,1,3,12.7397
1627,1,4,15.8204
1627,1,5,22.7086
1627,1,6,25.7714
1627,1,7,29.5271
1627,1,8,33.1596
1627,1,9,33.4832
1627,-1,0,6.70921
1627,-1,1,8.18927
1627,-1,2,12.4284
1627,-1,3,28.1828
1627,-1,4,29.828
1627,-1,5,34.0971
1627,-1,6,37.3237
1627,-1,7,37.6251
1628,1,0,2.7449
1628,1,1,5.83436
1628,1,2,6.40686
1628,1,3,12.7397
1628,1,4,15.8204
1628,1,5,22.7086
1628,1,6,25.7714
1628,1,7,29.5271
1628,1,8,33.1596
1628,1,9,33.4832
1628,-1,0,6.70921
1628,-1,1,8.18927
1628,-1,2,12.4284
1628,-1,3,28.1828
1628,-1,4,29.828
1628,-1,5,34.0971
1628,-1,6,37.3237
1628,-1,7,37.6251
1629,1,0,2.7449
1629,1,1,5.83436
1629,1,2,6.40686
1629,1,3,12.7397
1629,1,4,15.7859
1629,1,5,22.7086
1629,1,6,25.7714
1629,1,7,29.5271
1629,1,8,33.1596
1629,1,9,33.4832
1629,-1,0,6.70921
1629,-1,1,8.18927
1629,-1,2,12.4284
1629,-1,3,28.1828
1629,-1,4,29.828
1629,-1,5,34.0971
1629,-1,6,37.3237
1629,-1,7,37.6251
1630,1,0,2.7449
1630,1,1,5.83436
1630,1,2,6.40686
1630,1,3,12.7397
1630,1,4,15.7859
1630,1,5,22.7086
1630,1,6,25.7714
1630,1,7,29.5271
1630,1,8,33.1596
1630,1,9,33.4832
1630,-1,0,6.70921
1630,-1,1,8.18927
1630,-1,2,12.4284
1630,-1,3,28.1828
1630,-1,4,29.828
1630,-1,5,34.0971
1630,-1,6,37.3237
1630,-1,7,37.6251
1631,1,0,2.7449
1631,1,1,5.83436
1631,1,2,6.40686
1631,1,3,12.7397
1631,1,4,15.7859
1631,1,5,22.7086
1631,1,6,25.7714
1631,1,7,29.5271
1631,1,8,33.1596
1631,1,9,33.4832
1631,-1,0,6.70921
1631,-1,1,8.18927
1631,-1,2,12.4284
1631,-1,3,28.1828
1631,-1,4,29.828
1631,-1,5,34.0971
1631,-1,6,37.3237
1631,-1,7,37.6251
1632,1,0,2.7449
1632,1,1,5.83436
1632,1,2,6.40686
1632,1,3,12.7397
1632,1,4,15.7859
1632,1,5,22.7086
1632,1,6,25.7714
1632,1,7,29.5271
1632,1,8,33.1596
1632,1,9,33.4832
1632,-1,0,6.70921
1632,-1,1,8.18927
1632,-1,2,12.4284
1632,-1,3,28.1828
1632,-1,4,29.828
1632,-1,5,34.0971
1632,-1,6,37.3237
1632,-1,7,37.6251
1633,1,0,2.7449
1633,1,1,5.83436
1633,1,2,6.40686
1633,1,3,12.7397
1633,1,4,15.7859
1633,1,5,22.7086
1633,1,6,25.7714
1633,1,7,29.5271
1633,1,8,33.1596
1633,1,9,33.4832
1633,-1,0,6.70921
1633,-1,1,8.18927
1633,-1,2,12.4284
1633,-1,3,28.1828
1633,-1,4,29.828
1633,-1,5,34.0971
1633,-1,6,37.3237
1633,-1,7,37.6251
1634,1,0,2.7449
1634,1,1,5.83436
1634,1,2,6.40686
1634,1,3,12.7397
1634,1,4,15.7859
1634,1,5,22.7086
1634,1,6,25.7714
1634,1,7,29.5271
1634,1,8,33.1596
1634,1,9,33.4832
1634,-1,0,6.70921
1634,-1,1,8.18927
1634,-1,2,12.4284
1634,-1,3,28.1828
1634,-1,4,29.828
1634,-1,5,34.0971
1634,-1,6,37.3237
1634,-1,7,37.6251
1635,1,0,2.7449
1635,1,1,5.83436
1635,1,2,6.40686
1635,1,3,12.7397
1635,1,4,15.7859
1635,1,5,22.7086
1635,1,6,25.7714
1635,1,7,29.5271
1635,1,8,33.1596
1635,1,9,33.4832
1635,-1,0,6.70921
1635,-1,1,8.18927
1635,-1,2,12.4284
1635,-1,3,28.1828
1635,-1,4,29.828
1635,-1,5,34.0971
1635,-1,6,37.3237
1635,-1,7,37.6251
1636,1,0,2.7449
1636,1,1,5.83436
1636,1,2,6.40686
1636,1,3,12.7397
1636,1,4,15.7859
1636,1,5,22.7086
1636,1,6,25.7714
1636,1,7,29.5271
1636,1,8,33.1596
1636,1,9,33.4832
1636,-1,0,6.70921
1636,-1,1,8.18927
1636,-1,2,12.4284
1636,-1,3,28.1828
1636,-1,4,29.828
1636,-1,5,34.0971
1636,-1,6,37.3237
1636,-1,7,37.6251
1637,1,0,2.80529
1637,1,1,5.83436
1637,1,2,6.40686
1637,1,3,12.7397
1637,1,4,15.7859
1637,1,5,22.7086
1637,1,6,25.7714
1637,1,7,29.5271
1637,1,8,33.1596
1637,1,9,33.4832
1637,-1,0,6.70921
1637,-1,1,8.18927
1637,-1,2,12.4284
1637,-1,3,28.1828
1637,-1,4,29.828
1637,-1,5,34.0971
1637,-1,6,37.3237
1637,-1,7,37.6251
1638,1,0,2.80529
1638,1,1,5.83436
1638,1,2,6.40686
1638,1,3,12.7397
1638,1,4,15.7859
1638,1,5,22.7086
1638,1,6,25.7714
1638,1,7,29.5271
1638,1,8,33.1596
1638,1,9,33.4832
1638,-1,0,6.70921
1638,-1,1,8.18927
1638,-1,2,12.4284
1638,-1,3,28.1828
1638,-1,4,29.828
1638,-1,5,34.0971
1638,-1,6,37.3237
1638,-1,7,37.6251
1639,1,0,2.80529
1639,1,1,5.83436
1639,1,2,6.40686
1639,1,3,12.7397
1639,1,4,15.7859
1639,1,5,22.7086
1639,1,6,25.7714
1639,1,7,29.5271
1639,1,8,33.1596
1639,1,9,33.4832
1639,-1,0,6.70921
1639,-1,1,8.18927
1639,-1,2,12.4284
1639,-1,3,28.1828
1639,-1,4,29.828
1639,-1,5,34.0971
1639,-1,6,37.3237
1639,-1,7,37.6251
1640,1,0,2.80529
1640,1,1,5.83436
1640,1,2,6.40686
1640,1,3,12.7397
1640,1,4,15.7859
1640,1,5,22.7086
1640,1,6,25.7714
1640,1,7,29.5271
1640,1,8,33.1596
1640,1,9,33.4832
1640,-1,0,6.70921
1640,-1,1,8.18927
1640,-1,2,12.4284
1640,-1,3,28.1828
1640,-1,4,29.828
1640,-1,5,34.0971
1640,-1,6,37.3237
1640,-1,7,37.6251
1641,1,0,2.80529
1641,1,1,5.83436
1641,1,2,6.40686
1641,1,3,12.7397
1641,1,4,15.7859
1641,1,5,22.7086
1641,1,6,25.7714
1641,1,7,29.5271
1641,1,8,33.1596
1641,1,9,33.4832
1641,-1,0,6.70921
1641,-1,1,8.18927
1641,-1,2,12.4284
1641,-1,3,28.1828
1641,-1,4,29.828
1641,-1,5,34.0971
1641,-1,6,37.3237
1641,-1,7,37.6251
1642,1,0,2.80529
1642,1,1,5.83436
1642,1,2,6.40686
1642,1,3,12.7397
1642,1,4,15.7859
1642,1,5,22.7086
1642,1,6,25.7714
1642,1,7,29.5271
1642,1,8,33.1596
1642,1,9,33.4832
1642,-1,0,6.70921
1642,-1,1,8.18927
1642,-1,2,12.4284
1642,-1,3,28.1828
1642,-1,4,29.828
1642,-1,5,34.0971
1642,-1,6,37.3237
1642,-1,7,37.6251
1643,1,0,2.80529
1643,1,1,5.83436
1643,1,2,6.40686
1643,1,3,12.7397
1643,1,4,15.7859
1643,1,5,22.7086
1643,1,6,25.7714
1643,1,7,29.5271
1643,1,8,33.1596
1643,1,9,33.4832
1643,-1,0,6.70921
1643,-1,1,8.18927
1643,-1,2,12.4284
1643,-1,3,28.1828
1643,-1,4,29.828
1643,-1,5,34.0971
1643,-1,6,37.3237
1643,-1,7,37.6251
1644,1,0,2.80529
1644,1,1,5.83436
1644,1,2,6.40686
1644,1,3,12.7397
1644,1,4,15.7859
1644,1,5,22.7086
1644,1,6,25.8015
1644,1,7,29.5271
1644,1,8,33.1596
1644,1,9,33.4832
1644,-1,0,6.70921
1644,-1,1,8.18927
1644,-1,2,12.4284
1644,-1,3,28.1828
1644,-1,4,29.828
1644,-1,5,34.0971
1644,-1,6,37.3237
1644,-1,7,37.6251
1645,1,0,2.80529
1645,1,1,5.83436
1645,1,2,6.40686
1645,1,3,12.7397
1645,1,4,15.7859
1645,1,5,22.7086
1645,1,6,25.8015
1645,1,7,29.5271
1645,1,8,33.1596
1645,1,9,33.4832
1645,-1,0,6.70921
1645,-1,1,8.18927
1645,-1,2,12.4284
1645,-1,3,28.1828
1645,-1,4,29.828
1645,-1,5,34.0971
1645,-1,6,37.3237
1645,-1,7,37.6251
1646,1,0,2.80529
1646,1,1,5.83436
1646,1,2,6.40686
1646,1,3,12.7397
1646,1,4,15.7859
1646,1,5,22.7086
1646,1,6,25.8015
1646,1,7,29.5271
1646,1,8,33.1596
1646,1,9,33.4832
1646,-1,0,6.70921
1646,-1,1,8.18927
1646,-1,2,12.4284
1646,-1,3,28.1828
1646,-1,4,29.828
1646,-1,5,34.0971
1646,-1,6,37.3237
1646,-1,7,37.6251
1647,1,0,2.80529
1647,1,1,5.83436
1647,1,2,6.40686
1647,1,3,12.7397
1647,1,4,15.7859
1647,1,5,22.7086
1647,1,6,25.8015
1647,1,7,29.5271
1647,1,8,33.1596
1647,1,9,33.4832
1647,-1,0,6.70921
1647,-1,1,8.18927
1647,-1,2,12.4284
1647,-1,3,28.1828
1647,-1,4,29.828
1647,-1,5,34.0971
1647,-1,6,37.3237
1647,-1,7,37.6251
1648,1,0,2.80529
1648,1,1,5.83436
1648,1,2,6.40686
1648,1,3,12.7397
1648,1,4,15.7859
1648,1,5,22.7086
1648,1,6,25.8015
1648,1,7,29.5271
1648,1,8,33.1596
1648,1,9,33.4832
1648,-1,0,6.70921
1648,-1,1,8.18927
1648,-1,2,12.4284
1648,-1,3,28.1828
1648,-1,4,29.828
1648,-1,5,34.0971
1648,-1,6,37.3237
1648,-1,7,37.6251
1649,1,0,2.80529
1649,1,1,5.83436
1649,1,2,6.40686
1649,1,3,12.7397
1649,1,4,15.745
1649,1,5,22.7086
1649,1,6,25.8015
1649,1,7,29.5271
1649,1,8,33.1596
1649,1,9,33.4832
1649,-1,0,6.70921
1649,-1,1,8.18927
1649,-1,2,12.4284
1649,-1,3,28.1828
1649,-1,4,29.828
1649,-1,5,34.0971
1649,-1,6,37.3237
1649,-1,7,37.6251
1650,1,0,2.80529
1650,1,1,5.83436
1650,1,2,6.40686
1650,1,3,12.7397
1650,1,4,15.745
1650,1,5,22.7086
1650,1,6,25.8015
1650,1,7,29.5271
1650,1,8,33.1699
1650,1,9,33.4832
1650,-1,0,6.70921
1650,-1,1,8.18927
1650,-1,2,12.4284
1650,-1,3,28.1828
1650,-1,4,29.828
1650,-1,5,34.0971
1650,-1,6,37.3237
1650,-1,7,37.6251
1651,1,0,2.80529
1651,1,1,5.83436
1651,1,2,6.40686
1651,1,3,12.7397
1651,1,4,15.745
1651,1,5,22.7086
1651,1,6,25.8015
1651,1,7,29.5271
1651,1,8,33.1699
1651,1,9,33.4832
1651,-1,0,6.70921
1651,-1,1,8.18927
1651,-1,2,12.4284
1651,-1,3,28.1828
1651,-1,4,29.828
1651,-1,5,34.0971
1651,-1,6,37.3237
1651,-1,7,37.6251
1652,1,0,2.80529
1652,1,1,5.83436
1652,1,2,6.40686
1652,1,3,12.7397
1652,1,4,15.745
1652,1,5,22.7086
1652,1,6,25.8015
1652,1,7,29.5271
1652,1,8,33.1699
1652,1,9,33.4832
1652,-1,0,6.70921
1652,-1,1,8.18927
1652,-1,2,12.4284
1652,-1,3,28.1828
1652,-1,4,29.828
1652,-1,5,34.0971
1652,-1,6,37.3237
1652,-1,7,37.6251
1653,1,0,2.80529
1653,1,1,5.83436
1653,1,2,6.40686
1653,1,3,12.7397
1653,1,4,15.745
1653,1,5,22.7086
1653,1,6,25.8015
1653,1,7,29.5271
1653,1,8,33.1699
1653,1,9,33.4832
1653,-1,0,6.70921
1653,-1,1,8.18927
1653,-1,2,12.4284
1653,-1,3,28.1828
1653,-1,4,29.828
1653,-1,5,34.0971
1653,-1,6,37.3237
1653,-1,7,37.6251
1654,1,0,2.80529
1654,1,1,5.83436
1654,1,2,6.40686
1654,1,3,12.7397
1654,1,4,15.745
1654,1,5,22.7086
1654,1,6,25.8015
1654,1,7,29.5271
1654,1,8,33.1699
1654,1,9,33.4832
1654,-1,0,6.70921
1654,-1,1,8.18927
1654,-1,2,12.4284
1654,-1,3,28.1828
1654,-1,4,29.828
1654,-1,5,34.0971
1654,-1,6,37.3237
1654,-1,7,37.6251
1655,1,0,2.68362
1655,1,1,5.83436
1655,1,2,6.40686
1655,1,3,12.7397
1655,1,4,15.745
1655,1,5,22.7086
1655,1,6,25.8015
1655,1,7,29.5271
1655,1,8,33.1699
1655,1,9,33.4832
1655,-1,0,6.70921
1655,-1,1,8.18927
1655,-1,2,12.4284
1655,-1,3,28.1828
1655,-1,4,29.828
1655,-1,5,34.0971
1655,-1,6,37.3237
1655,-1,7,37.6251
1656,1,0,2.68362
1656,1,1,5.83436
1656,1,2,6.40686
1656,1,3,12.7397
1656,1,4,15.745
1656,1,5,22.7086
1656,1,6,25.8015
1656,1,7,29.5271
1656,1,8,33.1699
1656,1,9,33.4832
1656,-1,0,6.70921
1656,-1,1,8.18927
1656,-1,2,12.4284
1656,-1,3,28.1828
1656,-1,4,29.828
1656,-1,5,34.0971
1656,-1,6,37.3237
1656,-1,7,37.6251
1657,1,0,2.68362
1657,1,1,5.83436
1657,1,2,6.40686
1657,1,3,12.7397
1657,1,4,15.745
1657,1,5,22.7086
1657,1,6,25.8015
1657,1,7,29.5271
1657,1,8,33.1699
1657,1,9,33.4832
1657,-1,0,6.70921
1657,-1,1,8.18927
1657,-1,2,12.4284
1657,-1,3,28.1828
1657,-1,4,29.828
1657,-1,5,34.0971
1657,-1,6,37.3237
1657,-1,7,37.6251
1658,1,0,2.68362
1658,1,1,5.83436
1658,1,2,6.40686
1658,1,3,12.7397
1658,1,4,15.745
1658,1,5,22.7086
